average_boardings,average_alightings,ridership_start_date,ridership_end_date,service_start_time,service_end_time,monday,tuesday,wednesday,thursday,friday,saturday,sunday,route_ID,direction_ID,stop_ID,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,1,00659,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,0,00662,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,1,00663,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,0,00795,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,0,00832,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,1,00837,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,0,00868,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,0,00870,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,1,00949,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,0,00959,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,0,00970,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,0,00972,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,1,00996,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,0,03845,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,176,1,08005,
5,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,00658,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,1,00664,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,00795,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,00832,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,1,00837,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,1,00844,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,00869,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,03811,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,03812,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,03813,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,03845,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,1,04199,
3,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,1,04200,
0,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,08001,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,08002,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,0,08003,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,1,08004,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,1,08005,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,1,08006,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,177,1,08007,
9,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,00981,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,00982,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,00983,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,00984,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,00985,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,00986,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,00987,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,01046,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,01047,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,01048,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,01049,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,01050,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,01051,
0,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,01052,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,01851,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02214,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02215,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02216,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02217,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02218,
12,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02220,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02221,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02222,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02223,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02224,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02225,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02226,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02227,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02228,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02229,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02230,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02231,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02232,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,02233,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02277,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02278,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02279,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02280,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02281,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02282,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02283,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02284,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02285,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02286,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02287,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02288,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02289,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02290,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02291,
0,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02292,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02293,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02294,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02295,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02296,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,02297,
0,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,06107,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,08302,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,0,08303,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,205,1,08315,
8,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,00981,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,00982,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,00983,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,00984,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,00985,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,00986,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,00987,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01046,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01047,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01048,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01049,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01050,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01051,
0,7,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01052,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,01807,
3,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01904,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01905,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01906,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01907,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01908,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01933,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01934,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,01935,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,01936,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,01937,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,01938,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,01939,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02234,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,02276,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,02425,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,02501,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02502,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02503,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02504,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02505,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02506,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02507,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02610,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02611,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,02612,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,03209,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,03210,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,03214,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,03217,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,05353,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,08302,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,08303,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,08305,
7,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,0,08306,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,08315,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,08316,
0,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,206,1,08317,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,01541,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02636,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02637,
16,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02970,
9,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02971,
6,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02972,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02973,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02974,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02975,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02976,
4,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02977,
3,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02978,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,02979,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,1,02989,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,1,02990,
0,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,1,02991,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,1,02992,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,1,02993,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,1,02994,
0,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,1,02995,
0,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,1,02996,
0,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,0,05207,
22,31,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,210,1,05208,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,00790,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,01543,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,02636,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,02637,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,04379,
30,11,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05207,
41,44,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05208,
32,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05209,
0,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05315,
3,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05316,
0,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05317,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05318,
0,6,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05319,
8,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05320,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05322,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05323,
0,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05331,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05332,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05333,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05334,
0,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05335,
3,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05336,
0,8,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05338,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,1,05339,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,05340,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,211,0,06105,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00297,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00298,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00300,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00301,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00302,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00303,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00439,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00440,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00441,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00442,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00443,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00444,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00445,
0,5,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00446,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00886,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00888,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00890,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00891,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00894,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00895,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00896,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00897,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00898,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00899,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00900,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00901,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00902,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00909,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00910,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00911,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00912,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00913,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00914,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00915,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00916,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00917,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,00918,
1,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00919,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00922,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00923,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00924,
1,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00925,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00927,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00928,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00929,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00930,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00931,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00932,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00933,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00934,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,00935,
7,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01604,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01605,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,01943,
7,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,01944,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,01945,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01954,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01955,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01956,
0,3,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01957,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01958,
4,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,01960,
5,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,01961,
3,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,01962,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,01963,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,01964,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01975,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01976,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01977,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01978,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01979,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01980,
0,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,01985,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,03138,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,03139,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,03652,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,03653,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,03654,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,04122,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,04124,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,05072,
1,9,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,05205,
11,10,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,05207,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,05312,
1,2,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,05321,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,05330,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,05341,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,05342,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,05349,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,08037,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,08038,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,08039,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,08040,
2,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,08041,
1,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,08042,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,08043,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,0,08045,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,08049,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,08050,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,08051,
0,1,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,08052,
0,4,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,212,1,08054,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,213,1,00297,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,213,1,00298,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,213,1,00300,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,213,1,00301,
0,0,20230901,20231231,00:00:00,24:00:00,1,1,1,1,1,0,0,213,1,00302,
